tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
H,2,A,14,568.905,570.1431,False
H,2,A,14,570.6147,572.0054,False
H,2,A,14,572.4869,573.393,False
H,2,A,14,573.4771,575.1168,False
H,2,A,14,574.313,574.3673,False
H,2,A,14,575.1651,576.8434,False
H,2,A,14,578.2798,579.5862,False
H,2,A,14,581.4782,583.7936,False
H,2,A,14,583.9336,584.7646,False
H,2,A,14,585.3007,586.1335,False
H,2,A,14,532.7637,534.0673,False
H,2,A,14,532.7679,533.6527,False
H,2,A,14,535.5623,536.0436,False
H,2,A,14,536.2926,536.6888,False
H,2,A,14,536.3114,538.5828,False
H,2,A,14,538.9366,539.2723,False
H,2,A,14,539.3526,540.2489,False
H,2,A,14,540.5966,542.4947,False
H,2,A,14,543.6093,544.8824,False
H,2,A,14,543.617,543.866,False
H,2,A,14,545.0801,546.104,False
H,2,A,14,546.1341,546.4166,False
H,2,A,14,546.3483,546.8026,False
H,2,A,14,546.5266,547.9171,False
H,2,A,14,548.0139,548.34,False
H,2,A,14,548.2927,549.7234,False
H,2,A,14,549.9095,550.2952,False
H,2,A,14,550.2809,552.1222,False
H,2,A,14,552.1853,554.858,False
H,2,A,14,556.2376,558.7679,False
H,2,A,14,559.3668,559.7564,False
H,2,A,14,560.484,562.0968,False
H,2,A,14,562.3668,562.9041,False
H,2,A,14,563.0847,564.1289,False
H,2,A,14,564.2025,564.7967,False
H,2,A,14,564.9248,566.3967,False
H,2,A,14,566.9612,567.552,False
H,2,A,14,567.3868,567.7363,False
H,2,A,14,567.7959,568.6967,False
H,2,A,14,568.905,570.1431,False
H,2,A,14,570.6147,572.0054,False
H,2,A,14,572.4869,573.393,False
H,2,A,14,573.4771,575.1168,False
H,2,A,14,574.313,574.3673,False
H,2,A,14,575.1651,576.8434,False
H,2,A,14,578.2798,579.5862,False
H,2,A,14,581.4782,583.7936,False
H,2,A,14,583.9336,584.7646,False
H,2,A,14,585.3007,586.1335,False
H,3,A,1,4.5379,5.0185,False
H,3,A,1,5.5966,6.3274,False
H,3,A,1,6.991,7.6372,False
H,3,A,1,8.6353,9.0392,False
H,3,A,1,9.3415,9.8399,False
H,3,A,1,9.9508,11.5044,False
H,3,A,1,12.3446,13.0873,False
H,3,A,1,14.739,16.2719,False
H,3,A,1,17.1334,17.7224,False
H,3,A,1,18.4956,19.3746,False
H,3,A,1,19.4793,20.9757,False
H,3,A,1,21.2486,22.7263,False
H,3,A,1,22.8092,23.4823,False
H,3,A,1,24.0518,24.5848,False
H,3,A,1,4.5379,5.0185,False
H,3,A,1,5.5966,6.3274,False
H,3,A,1,6.991,7.6372,False
H,3,A,1,8.6353,9.0392,False
H,3,A,1,9.3415,9.8399,False
H,3,A,1,9.9508,11.5044,False
H,3,A,1,12.3446,13.0873,False
H,3,A,1,14.739,16.2719,False
H,3,A,1,17.1334,17.7224,False
H,3,A,1,18.4956,19.3746,False
H,3,A,1,19.4793,20.9757,False
H,3,A,1,21.2486,22.7263,False
H,3,A,1,22.8092,23.4823,False
H,3,A,1,24.0518,24.5848,False
H,3,A,2,38.3315,40.0015,False
H,3,A,2,40.815,41.8972,False
H,3,A,2,42.1983,42.4572,False
H,3,A,2,43.4997,45.0084,False
H,3,A,2,45.304,46.2784,False
H,3,A,2,46.4973,46.9362,False
H,3,A,2,48.0741,49.2886,False
H,3,A,2,49.956,51.4284,False
H,3,A,2,38.3315,40.0015,False
H,3,A,2,40.815,41.8972,False
H,3,A,2,42.1983,42.4572,False
H,3,A,2,43.4997,45.0084,False
H,3,A,2,45.304,46.2784,False
H,3,A,2,46.4973,46.9362,False
H,3,A,2,48.0741,49.2886,False
H,3,A,2,49.956,51.4284,False
H,3,A,3,71.2518,71.9778,False
H,3,A,3,73.0014,73.5255,False
H,3,A,3,73.975,75.8903,False
H,3,A,3,76.5856,77.4074,False
H,3,A,3,77.6293,78.3969,False
H,3,A,3,79.3091,81.3366,False
H,3,A,3,81.7887,82.0385,False
H,3,A,3,82.0999,82.7808,False
H,3,A,3,83.3495,84.584,False
H,3,A,3,84.9371,86.3733,False
H,3,A,3,86.1447,87.3566,False
H,3,A,3,88.5222,90.5866,False
H,3,A,3,90.8143,91.7751,False
H,3,A,3,71.2518,71.9778,False
H,3,A,3,73.0014,73.5255,False
H,3,A,3,73.975,75.8903,False
H,3,A,3,76.5856,77.4074,False
H,3,A,3,77.6293,78.3969,False
H,3,A,3,79.3091,81.3366,False
H,3,A,3,81.7887,82.0385,False
H,3,A,3,82.0999,82.7808,False
H,3,A,3,83.3495,84.584,False
H,3,A,3,84.9371,86.3733,False
H,3,A,3,86.1447,87.3566,False
H,3,A,3,88.5222,90.5866,False
H,3,A,3,90.8143,91.7751,False
H,3,A,4,100.952,102.302,False
H,3,A,4,102.847,103.1696,False
H,3,A,4,103.2277,103.7186,False
H,3,A,4,104.54,106.5463,False
H,3,A,4,108.8641,109.4672,False
H,3,A,4,108.8881,109.4596,False
H,3,A,4,109.6456,109.9576,False
H,3,A,4,110.1365,110.9289,False
H,3,A,4,110.978,111.8263,False
H,3,A,4,111.9143,113.4135,False
H,3,A,4,114.4562,115.2158,False
H,3,A,4,114.6958,115.0324,False
H,3,A,4,117.0302,120.6335,False
H,3,A,4,120.78,121.3346,False
H,3,A,4,122.3546,123.7478,False
H,3,A,4,123.867,125.7807,False
H,3,A,4,126.4386,127.2346,False
H,3,A,4,127.8321,128.0706,False
H,3,A,4,128.1403,128.4314,False
H,3,A,4,128.466,129.0867,False
H,3,A,4,129.4407,130.7764,False
H,3,A,4,131.4155,132.1238,False
H,3,A,4,132.2255,133.6386,False
H,3,A,4,133.7123,134.7766,False
H,3,A,4,135.8923,139.1786,False
H,3,A,4,136.5973,137.2284,False
H,3,A,4,137.7792,139.3482,False
H,3,A,4,139.4727,139.7357,False
H,3,A,4,140.2096,143.1841,False
H,3,A,4,141.9271,142.1585,False
H,3,A,4,143.351,143.6596,False
H,3,A,4,143.6381,144.6166,False
H,3,A,4,145.0164,145.9166,False
H,3,A,4,146.9353,147.9778,False
H,3,A,4,148.4521,148.7677,False
H,3,A,4,100.952,102.302,False
H,3,A,4,102.847,103.1696,False
H,3,A,4,103.2277,103.7186,False
H,3,A,4,104.54,106.5463,False
H,3,A,4,108.8641,109.4672,False
H,3,A,4,108.8881,109.4596,False
H,3,A,4,109.6456,109.9576,False
H,3,A,4,110.1365,110.9289,False
H,3,A,4,110.978,111.8263,False
H,3,A,4,111.9143,113.4135,False
H,3,A,4,114.4562,115.2158,False
H,3,A,4,114.6958,115.0324,False
H,3,A,4,117.0302,120.6335,False
H,3,A,4,120.78,121.3346,False
H,3,A,4,122.3546,123.7478,False
H,3,A,4,123.867,125.7807,False
H,3,A,4,126.4386,127.2346,False
H,3,A,4,127.8321,128.0706,False
H,3,A,4,128.1403,128.4314,False
H,3,A,4,128.466,129.0867,False
H,3,A,4,129.4407,130.7764,False
H,3,A,4,131.4155,132.1238,False
H,3,A,4,132.2255,133.6386,False
H,3,A,4,133.7123,134.7766,False
H,3,A,4,135.8923,139.1786,False
H,3,A,4,136.5973,137.2284,False
H,3,A,4,137.7792,139.3482,False
H,3,A,4,139.4727,139.7357,False
H,3,A,4,140.2096,143.1841,False
H,3,A,4,141.9271,142.1585,False
H,3,A,4,143.351,143.6596,False
H,3,A,4,143.6381,144.6166,False
H,3,A,4,145.0164,145.9166,False
H,3,A,4,146.9353,147.9778,False
H,3,A,4,148.4521,148.7677,False
H,3,A,5,162.8199,164.087,False
H,3,A,5,165.8289,166.329,False
H,3,A,5,166.4762,167.9863,False
H,3,A,5,169.7253,171.0762,False
H,3,A,5,171.6981,172.5957,False
H,3,A,5,171.9103,172.1302,False
H,3,A,5,172.2827,174.0296,False
H,3,A,5,174.1226,174.8059,False
H,3,A,5,174.9263,177.1558,False
H,3,A,5,177.3749,178.7388,False
H,3,A,5,178.816,179.3858,False
H,3,A,5,180.0062,183.3214,False
H,3,A,5,183.8199,184.8153,False
H,3,A,5,185.2347,187.6763,False
H,3,A,5,187.8562,189.3855,False
H,3,A,5,189.4767,190.3422,False
H,3,A,5,190.7829,191.1562,False
H,3,A,5,191.3663,192.5563,False
H,3,A,5,193.0196,193.5018,False
H,3,A,5,193.6808,194.2875,False
H,3,A,5,194.7395,195.4317,False
H,3,A,5,196.7813,197.7841,False
H,3,A,5,198.3276,200.3548,False
H,3,A,5,201.9126,203.0127,False
H,3,A,5,203.0819,205.3935,False
H,3,A,5,205.4671,206.3421,False
H,3,A,5,206.5729,207.6544,False
H,3,A,5,208.1596,208.5102,False
H,3,A,5,208.6364,212.5408,False
H,3,A,5,213.7489,214.9396,False
H,3,A,5,215.4016,215.89,False
H,3,A,5,215.9323,216.3274,False
H,3,A,5,216.3853,217.2756,False
H,3,A,5,217.7121,218.8816,False
H,3,A,5,219.0373,219.3603,False
H,3,A,5,162.8199,164.087,False
H,3,A,5,165.8289,166.329,False
H,3,A,5,166.4762,167.9863,False
H,3,A,5,169.7253,171.0762,False
H,3,A,5,171.6981,172.5957,False
H,3,A,5,171.9103,172.1302,False
H,3,A,5,172.2827,174.0296,False
H,3,A,5,174.1226,174.8059,False
H,3,A,5,174.9263,177.1558,False
H,3,A,5,177.3749,178.7388,False
H,3,A,5,178.816,179.3858,False
H,3,A,5,180.0062,183.3214,False
H,3,A,5,183.8199,184.8153,False
H,3,A,5,185.2347,187.6763,False
H,3,A,5,187.8562,189.3855,False
H,3,A,5,189.4767,190.3422,False
H,3,A,5,190.7829,191.1562,False
H,3,A,5,191.3663,192.5563,False
H,3,A,5,193.0196,193.5018,False
H,3,A,5,193.6808,194.2875,False
H,3,A,5,194.7395,195.4317,False
H,3,A,5,196.7813,197.7841,False
H,3,A,5,198.3276,200.3548,False
H,3,A,5,201.9126,203.0127,False
H,3,A,5,203.0819,205.3935,False
H,3,A,5,205.4671,206.3421,False
H,3,A,5,206.5729,207.6544,False
H,3,A,5,208.1596,208.5102,False
H,3,A,5,208.6364,212.5408,False
H,3,A,5,213.7489,214.9396,False
H,3,A,5,215.4016,215.89,False
H,3,A,5,215.9323,216.3274,False
H,3,A,5,216.3853,217.2756,False
H,3,A,5,217.7121,218.8816,False
H,3,A,5,219.0373,219.3603,False
H,3,A,6,237.3591,237.6291,False
H,3,A,6,237.9405,239.2285,False
H,3,A,6,239.3535,240.4506,False
H,3,A,6,240.7977,241.3386,False
H,3,A,6,241.4305,241.7693,False
H,3,A,6,243.1491,245.2075,False
H,3,A,6,245.4791,246.0191,False
H,3,A,6,245.8569,248.2491,False
H,3,A,6,248.3876,248.7689,False
H,3,A,6,249.1986,249.8262,False
H,3,A,6,250.4441,251.9203,False
H,3,A,6,257.4197,257.7686,False
H,3,A,6,257.8317,259.5369,False
H,3,A,6,260.135,261.7621,False
H,3,A,6,261.9315,262.4212,False
H,3,A,6,262.8411,263.3583,False
H,3,A,6,263.8511,268.7505,False
H,3,A,6,271.4683,272.0433,False
H,3,A,6,274.7173,275.2766,False
H,3,A,6,275.3397,277.5557,False
H,3,A,6,278.8461,279.4557,False
H,3,A,6,280.1568,280.8266,False
H,3,A,6,280.8809,282.7126,False
H,3,A,6,283.3753,287.0096,False
H,3,A,6,287.1551,287.9556,False
H,3,A,6,287.4079,287.6884,False
H,3,A,6,288.1528,288.4649,False
H,3,A,6,288.5138,288.9263,False
H,3,A,6,288.5175,288.9146,False
H,3,A,6,289.4059,292.2123,False
H,3,A,6,294.4304,295.0216,False
H,3,A,6,295.6582,296.6189,False
H,3,A,6,297.2096,297.392,False
H,3,A,6,300.5806,301.4531,False
H,3,A,6,237.3591,237.6291,False
H,3,A,6,237.9405,239.2285,False
H,3,A,6,239.3535,240.4506,False
H,3,A,6,240.7977,241.3386,False
H,3,A,6,241.4305,241.7693,False
H,3,A,6,243.1491,245.2075,False
H,3,A,6,245.4791,246.0191,False
H,3,A,6,245.8569,248.2491,False
H,3,A,6,248.3876,248.7689,False
H,3,A,6,249.1986,249.8262,False
H,3,A,6,250.4441,251.9203,False
H,3,A,6,257.4197,257.7686,False
H,3,A,6,257.8317,259.5369,False
H,3,A,6,260.135,261.7621,False
H,3,A,6,261.9315,262.4212,False
H,3,A,6,262.8411,263.3583,False
H,3,A,6,263.8511,268.7505,False
H,3,A,6,271.4683,272.0433,False
H,3,A,6,274.7173,275.2766,False
H,3,A,6,275.3397,277.5557,False
H,3,A,6,278.8461,279.4557,False
H,3,A,6,280.1568,280.8266,False
H,3,A,6,280.8809,282.7126,False
H,3,A,6,283.3753,287.0096,False
H,3,A,6,287.1551,287.9556,False
H,3,A,6,287.4079,287.6884,False
H,3,A,6,288.1528,288.4649,False
H,3,A,6,288.5138,288.9263,False
H,3,A,6,288.5175,288.9146,False
H,3,A,6,289.4059,292.2123,False
H,3,A,6,294.4304,295.0216,False
H,3,A,6,295.6582,296.6189,False
H,3,A,6,297.2096,297.392,False
H,3,A,6,300.5806,301.4531,False
H,3,A,7,315.1076,316.2676,False
H,3,A,7,316.808,318.4035,False
H,3,A,7,319.0376,319.8542,False
H,3,A,7,320.7263,321.4943,False
H,3,A,7,321.5749,324.9011,False
H,3,A,7,325.0291,325.4744,False
H,3,A,7,325.8781,326.1121,False
H,3,A,7,326.5933,329.524,False
H,3,A,7,330.2687,331.0222,False
H,3,A,7,331.8355,332.5476,False
H,3,A,7,333.6535,333.931,False
H,3,A,7,334.0187,336.1517,False
H,3,A,7,337.6826,338.6425,False
H,3,A,7,338.9929,339.4189,False
H,3,A,7,339.7771,339.9441,False
H,3,A,7,340.0248,342.3425,False
H,3,A,7,343.9276,345.1176,False
H,3,A,7,345.4168,347.7976,False
H,3,A,7,348.4076,350.7776,False
H,3,A,7,351.5176,352.8962,False
H,3,A,7,354.1445,354.6915,False
H,3,A,7,354.2176,355.7076,False
H,3,A,7,356.8176,357.6939,False
H,3,A,7,361.772,362.1127,False
H,3,A,7,362.1869,363.6975,False
H,3,A,7,362.6036,362.828,False
H,3,A,7,366.6803,369.742,False
H,3,A,7,370.7088,371.834,False
H,3,A,7,371.9015,373.3547,False
H,3,A,7,374.6054,374.9887,False
H,3,A,7,377.1526,379.2626,False
H,3,A,7,380.2426,380.8134,False
H,3,A,7,381.0826,382.0048,False
H,3,A,7,382.2005,382.4775,False
H,3,A,7,382.8597,383.298,False
H,3,A,7,315.1076,316.2676,False
H,3,A,7,316.808,318.4035,False
H,3,A,7,319.0376,319.8542,False
H,3,A,7,320.7263,321.4943,False
H,3,A,7,321.5749,324.9011,False
H,3,A,7,325.0291,325.4744,False
H,3,A,7,325.8781,326.1121,False
H,3,A,7,326.5933,329.524,False
H,3,A,7,330.2687,331.0222,False
H,3,A,7,331.8355,332.5476,False
H,3,A,7,333.6535,333.931,False
H,3,A,7,334.0187,336.1517,False
H,3,A,7,337.6826,338.6425,False
H,3,A,7,338.9929,339.4189,False
H,3,A,7,339.7771,339.9441,False
H,3,A,7,340.0248,342.3425,False
H,3,A,7,343.9276,345.1176,False
H,3,A,7,345.4168,347.7976,False
H,3,A,7,348.4076,350.7776,False
H,3,A,7,351.5176,352.8962,False
H,3,A,7,354.1445,354.6915,False
H,3,A,7,354.2176,355.7076,False
H,3,A,7,356.8176,357.6939,False
H,3,A,7,361.772,362.1127,False
H,3,A,7,362.1869,363.6975,False
H,3,A,7,362.6036,362.828,False
H,3,A,7,366.6803,369.742,False
H,3,A,7,370.7088,371.834,False
H,3,A,7,371.9015,373.3547,False
H,3,A,7,374.6054,374.9887,False
H,3,A,7,377.1526,379.2626,False
H,3,A,7,380.2426,380.8134,False
H,3,A,7,381.0826,382.0048,False
H,3,A,7,382.2005,382.4775,False
H,3,A,7,382.8597,383.298,False
H,3,A,8,392.3179,393.6613,False
H,3,A,8,394.1475,394.5179,False
H,3,A,8,394.952,395.3237,False
H,3,A,8,395.7726,396.6409,False
H,3,A,8,397.109,399.5118,False
H,3,A,8,398.8673,399.2534,False
H,3,A,8,399.6152,400.5731,False
H,3,A,8,406.3696,409.0318,False
H,3,A,8,409.5398,409.9131,False
H,3,A,8,409.8063,413.4363,False
H,3,A,8,410.035,410.66,False
H,3,A,8,414.0052,414.6541,False
H,3,A,8,415.2858,415.8142,False
H,3,A,8,417.9031,418.787,False
H,3,A,8,419.8183,420.0687,False
H,3,A,8,420.5518,422.6496,False
H,3,A,8,422.9901,423.3683,False
H,3,A,8,423.0283,423.7728,False
H,3,A,8,423.9797,424.3583,False
H,3,A,8,392.3179,393.6613,False
H,3,A,8,394.1475,394.5179,False
H,3,A,8,394.952,395.3237,False
H,3,A,8,395.7726,396.6409,False
H,3,A,8,397.109,399.5118,False
H,3,A,8,398.8673,399.2534,False
H,3,A,8,399.6152,400.5731,False
H,3,A,8,406.3696,409.0318,False
H,3,A,8,409.5398,409.9131,False
H,3,A,8,409.8063,413.4363,False
H,3,A,8,410.035,410.66,False
H,3,A,8,414.0052,414.6541,False
H,3,A,8,415.2858,415.8142,False
H,3,A,8,417.9031,418.787,False
H,3,A,8,419.8183,420.0687,False
H,3,A,8,420.5518,422.6496,False
H,3,A,8,422.9901,423.3683,False
H,3,A,8,423.0283,423.7728,False
H,3,A,8,423.9797,424.3583,False
H,3,A,9,435.3954,436.2067,False
H,3,A,9,436.9453,438.5142,False
H,3,A,9,438.8925,439.882,False
H,3,A,9,440.5753,442.4548,False
H,3,A,9,442.619,444.0255,False
H,3,A,9,444.6117,445.7221,False
H,3,A,9,445.8681,446.2483,False
H,3,A,9,446.8472,447.1781,False
H,3,A,9,447.3239,449.5584,False
H,3,A,9,449.7106,451.8343,False
H,3,A,9,452.4691,453.5115,False
H,3,A,9,453.8487,457.042,False
H,3,A,9,457.4984,459.6466,False
H,3,A,9,460.8494,461.6278,False
H,3,A,9,461.7027,462.2322,False
H,3,A,9,462.3048,462.4015,False
H,3,A,9,462.4458,463.6036,False
H,3,A,9,463.7841,464.418,False
H,3,A,9,464.7464,465.7743,False
H,3,A,9,466.1409,466.6494,False
H,3,A,9,466.9703,468.0431,False
H,3,A,9,468.2305,468.7668,False
H,3,A,9,469.8979,470.3007,False
H,3,A,9,469.9212,470.3073,False
H,3,A,9,471.1347,473.6137,False
H,3,A,9,473.7949,475.1337,False
H,3,A,9,473.8202,474.2321,False
H,3,A,9,475.3822,475.781,False
H,3,A,9,475.9972,477.4072,False
H,3,A,9,477.7068,481.8427,False
H,3,A,9,482.4024,483.6637,False
H,3,A,9,483.771,484.29,False
H,3,A,9,484.0655,485.2959,False
H,3,A,9,486.3185,486.6954,False
H,3,A,9,489.0153,490.03,False
H,3,A,9,490.4997,491.2744,False
H,3,A,9,491.6619,493.2181,False
H,3,A,9,494.6664,496.9433,False
H,3,A,9,496.5693,496.8359,False
H,3,A,9,497.0736,497.5937,False
H,3,A,9,435.3954,436.2067,False
H,3,A,9,436.9453,438.5142,False
H,3,A,9,438.8925,439.882,False
H,3,A,9,440.5753,442.4548,False
H,3,A,9,442.619,444.0255,False
H,3,A,9,444.6117,445.7221,False
H,3,A,9,445.8681,446.2483,False
H,3,A,9,446.8472,447.1781,False
H,3,A,9,447.3239,449.5584,False
H,3,A,9,449.7106,451.8343,False
H,3,A,9,452.4691,453.5115,False
H,3,A,9,453.8487,457.042,False
H,3,A,9,457.4984,459.6466,False
H,3,A,9,460.8494,461.6278,False
H,3,A,9,461.7027,462.2322,False
H,3,A,9,462.3048,462.4015,False
H,3,A,9,462.4458,463.6036,False
H,3,A,9,463.7841,464.418,False
H,3,A,9,464.7464,465.7743,False
H,3,A,9,466.1409,466.6494,False
H,3,A,9,466.9703,468.0431,False
H,3,A,9,468.2305,468.7668,False
H,3,A,9,469.8979,470.3007,False
H,3,A,9,469.9212,470.3073,False
H,3,A,9,471.1347,473.6137,False
H,3,A,9,473.7949,475.1337,False
H,3,A,9,473.8202,474.2321,False
H,3,A,9,475.3822,475.781,False
H,3,A,9,475.9972,477.4072,False
H,3,A,9,477.7068,481.8427,False
H,3,A,9,482.4024,483.6637,False
H,3,A,9,483.771,484.29,False
H,3,A,9,484.0655,485.2959,False
H,3,A,9,486.3185,486.6954,False
H,3,A,9,489.0153,490.03,False
H,3,A,9,490.4997,491.2744,False
H,3,A,9,491.6619,493.2181,False
H,3,A,9,494.6664,496.9433,False
H,3,A,9,496.5693,496.8359,False
H,3,A,9,497.0736,497.5937,False
H,3,A,10,511.373,511.8154,False
H,3,A,10,512.5757,513.6978,False
H,3,A,10,513.8416,514.6534,False
H,3,A,10,514.7227,515.3509,False
H,3,A,10,515.8164,516.2655,False
H,3,A,10,517.9176,518.8133,False
H,3,A,10,519.9053,520.44,False
H,3,A,10,519.9822,520.4865,False
H,3,A,10,520.9169,521.1681,False
H,3,A,10,521.559,521.8623,False
H,3,A,10,522.1162,523.5265,False
H,3,A,10,524.0824,524.5318,False
H,3,A,10,525.2351,527.5336,False
H,3,A,10,527.893,528.4052,False
H,3,A,10,529.8736,531.332,False
H,3,A,10,532.8836,533.5836,False
H,3,A,10,534.3712,536.9337,False
H,3,A,10,537.0547,538.0699,False
H,3,A,10,537.1544,537.5563,False
H,3,A,10,538.1079,538.4571,False
H,3,A,10,538.9933,539.3948,False
H,3,A,10,539.7867,543.4447,False
H,3,A,10,543.4763,544.1217,False
H,3,A,10,544.3354,544.9175,False
H,3,A,10,546.7014,547.0937,False
H,3,A,10,511.373,511.8154,False
H,3,A,10,512.5757,513.6978,False
H,3,A,10,513.8416,514.6534,False
H,3,A,10,514.7227,515.3509,False
H,3,A,10,515.8164,516.2655,False
H,3,A,10,517.9176,518.8133,False
H,3,A,10,519.9053,520.44,False
H,3,A,10,519.9822,520.4865,False
H,3,A,10,520.9169,521.1681,False
H,3,A,10,521.559,521.8623,False
H,3,A,10,522.1162,523.5265,False
H,3,A,10,524.0824,524.5318,False
H,3,A,10,525.2351,527.5336,False
H,3,A,10,527.893,528.4052,False
H,3,A,10,529.8736,531.332,False
H,3,A,10,532.8836,533.5836,False
H,3,A,10,534.3712,536.9337,False
H,3,A,10,537.0547,538.0699,False
H,3,A,10,537.1544,537.5563,False
H,3,A,10,538.1079,538.4571,False
H,3,A,10,538.9933,539.3948,False
H,3,A,10,539.7867,543.4447,False
H,3,A,10,543.4763,544.1217,False
H,3,A,10,544.3354,544.9175,False
H,3,A,10,546.7014,547.0937,False
H,3,A,11,560.1448,562.6231,False
H,3,A,11,562.7497,563.8731,False
H,3,A,11,564.0841,564.484,False
H,3,A,11,565.0755,565.5731,False
H,3,A,11,565.6862,566.222,False
H,3,A,11,567.1006,568.5906,False
H,3,A,11,569.1934,570.3631,False
H,3,A,11,571.3341,572.7622,False
H,3,A,11,573.4431,573.7008,False
H,3,A,11,573.8111,575.1185,False
H,3,A,11,575.7313,576.4731,False
H,3,A,11,578.9346,579.1946,False
H,3,A,11,579.9013,582.2753,False
H,3,A,11,582.7788,583.7756,False
H,3,A,11,584.1411,584.6596,False
H,3,A,11,585.2053,586.2898,False
H,3,A,11,587.888,589.2377,False
H,3,A,11,588.6081,589.2604,False
H,3,A,11,589.3382,592.5575,False
H,3,A,11,592.7109,592.9889,False
H,3,A,11,592.9607,594.2917,False
H,3,A,11,594.7935,595.7435,False
H,3,A,11,596.1152,596.4321,False
H,3,A,11,597.2752,599.3379,False
H,3,A,11,599.6809,600.2823,False
H,3,A,11,600.4869,603.941,False
H,3,A,11,605.7134,607.294,False
H,3,A,11,607.4584,607.8165,False
H,3,A,11,560.1448,562.6231,False
H,3,A,11,562.7497,563.8731,False
H,3,A,11,564.0841,564.484,False
H,3,A,11,565.0755,565.5731,False
H,3,A,11,565.6862,566.222,False
H,3,A,11,567.1006,568.5906,False
H,3,A,11,569.1934,570.3631,False
H,3,A,11,571.3341,572.7622,False
H,3,A,11,573.4431,573.7008,False
H,3,A,11,573.8111,575.1185,False
H,3,A,11,575.7313,576.4731,False
H,3,A,11,578.9346,579.1946,False
H,3,A,11,579.9013,582.2753,False
H,3,A,11,582.7788,583.7756,False
H,3,A,11,584.1411,584.6596,False
H,3,A,11,585.2053,586.2898,False
H,3,A,11,587.888,589.2377,False
H,3,A,11,588.6081,589.2604,False
H,3,A,11,589.3382,592.5575,False
H,3,A,11,592.7109,592.9889,False
H,3,A,11,592.9607,594.2917,False
H,3,A,11,594.7935,595.7435,False
H,3,A,11,596.1152,596.4321,False
H,3,A,11,597.2752,599.3379,False
H,3,A,11,599.6809,600.2823,False
H,3,A,11,600.4869,603.941,False
H,3,A,11,605.7134,607.294,False
H,3,A,11,607.4584,607.8165,False
H,3,A,12,616.3214,618.2554,False
H,3,A,12,618.6818,619.0535,False
H,3,A,12,619.6838,620.1957,False
H,3,A,12,620.5794,623.4793,False
H,3,A,12,624.0467,624.4464,False
H,3,A,12,625.0876,626.4851,False
H,3,A,12,626.8221,628.223,False
H,3,A,12,626.8256,627.2815,False
H,3,A,12,628.6128,629.0896,False
H,3,A,12,629.4833,629.9727,False
H,3,A,12,630.7429,632.1435,False
H,3,A,12,632.2122,632.6961,False
H,3,A,12,633.0425,633.4948,False
H,3,A,12,634.1727,635.5605,False
H,3,A,12,635.8422,636.1858,False
H,3,A,12,635.8994,636.1566,False
H,3,A,12,636.4594,637.1094,False
H,3,A,12,637.4984,638.8428,False
H,3,A,12,640.8303,641.2159,False
H,3,A,12,641.3353,643.207,False
H,3,A,12,643.0905,643.5253,False
H,3,A,12,644.2662,644.7506,False
H,3,A,12,645.0276,646.0683,False
H,3,A,12,646.1542,647.0764,False
H,3,A,12,648.4753,649.2982,False
H,3,A,12,650.1353,652.2149,False
H,3,A,12,652.4993,652.9456,False
H,3,A,12,653.2014,656.1882,False
H,3,A,12,656.4249,657.7721,False
H,3,A,12,658.1191,658.582,False
H,3,A,12,660.5087,661.5987,False
H,3,A,12,661.8288,662.1487,False
H,3,A,12,662.6491,664.204,False
H,3,A,12,665.3111,665.7675,False
H,3,A,12,667.3911,667.8956,False
H,3,A,12,669.0715,669.7015,False
H,3,A,12,670.6201,672.1157,False
H,3,A,12,672.2483,672.5288,False
H,3,A,12,672.6729,673.8174,False
H,3,A,12,673.9169,675.3628,False
H,3,A,12,675.5417,678.9788,False
H,3,A,12,679.2045,679.627,False
H,3,A,12,679.3611,679.8111,False
H,3,A,12,679.9829,681.2982,False
H,3,A,12,681.4417,683.1906,False
H,3,A,12,683.5756,683.8877,False
H,3,A,12,684.1372,684.4913,False
H,3,A,12,685.4416,685.7045,False
H,3,A,12,616.3214,618.2554,False
H,3,A,12,618.6818,619.0535,False
H,3,A,12,619.6838,620.1957,False
H,3,A,12,620.5794,623.4793,False
H,3,A,12,624.0467,624.4464,False
H,3,A,12,625.0876,626.4851,False
H,3,A,12,626.8221,628.223,False
H,3,A,12,626.8256,627.2815,False
H,3,A,12,628.6128,629.0896,False
H,3,A,12,629.4833,629.9727,False
H,3,A,12,630.7429,632.1435,False
H,3,A,12,632.2122,632.6961,False
H,3,A,12,633.0425,633.4948,False
H,3,A,12,634.1727,635.5605,False
H,3,A,12,635.8422,636.1858,False
H,3,A,12,635.8994,636.1566,False
H,3,A,12,636.4594,637.1094,False
H,3,A,12,637.4984,638.8428,False
H,3,A,12,640.8303,641.2159,False
H,3,A,12,641.3353,643.207,False
H,3,A,12,643.0905,643.5253,False
H,3,A,12,644.2662,644.7506,False
H,3,A,12,645.0276,646.0683,False
H,3,A,12,646.1542,647.0764,False
H,3,A,12,648.4753,649.2982,False
H,3,A,12,650.1353,652.2149,False
H,3,A,12,652.4993,652.9456,False
H,3,A,12,653.2014,656.1882,False
H,3,A,12,656.4249,657.7721,False
H,3,A,12,658.1191,658.582,False
H,3,A,12,660.5087,661.5987,False
H,3,A,12,661.8288,662.1487,False
H,3,A,12,662.6491,664.204,False
H,3,A,12,665.3111,665.7675,False
H,3,A,12,667.3911,667.8956,False
