tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
#,08,A,14,4570.6257,4575.1112,False
S,08,A,14,4575.1112,4575.5213,False
#,08,A,14,4575.5213,4579.8522,False
S,08,A,14,4579.8522,4592.4122,False
#,08,A,14,4592.4122,4597.2251,False
S,08,A,14,4597.2251,4598.0846,False
#,08,A,14,4598.0846,4598.6082,False
O,08,A,14,4598.6082,4598.9519,True
#,08,A,14,4598.9519,4599.2692,False
O,08,A,14,4599.2692,4600.9393,True
#,08,A,14,4600.9393,4637.0967,False
BC,08,A,14,4637.0967,4637.701,False
#,08,A,14,4637.701,4651.2646,False
BC,08,A,14,4651.2646,4651.6828,False
#,08,A,14,4651.6828,4656.42,False
S,08,A,14,4656.42,4656.8969,False
#,08,A,14,4656.8969,4658.2994,False
S,08,A,14,4658.2994,4658.8153,False
#,08,A,14,4658.8153,4667.4458,False
BC,08,A,14,4667.4458,4668.2453,False
#,08,A,14,4668.2453,4671.0055,False
A,08,A,14,4671.0055,4671.2807,False
#,08,A,14,4671.2807,4671.407,False
A,08,A,14,4671.407,4673.6045,False
#,08,A,14,4673.6045,4679.3979,False
PI,08,A,14,4679.3979,4679.5629,False
#,08,A,14,4679.5629,4679.6208,False
O,08,A,14,4679.6208,4680.1047,True
#,08,A,14,4680.1047,4680.1748,False
S,08,A,14,4680.1748,4682.0924,False
#,08,A,14,4682.0924,4682.1625,False
X3,08,A,14,4682.1625,4682.7271,False
#,08,A,14,4682.7271,4684.9721,False
S,08,A,14,4684.9721,4685.3262,False
#,08,A,14,4685.3262,4686.7666,False
BC,08,A,14,4686.7666,4687.5836,False
#,08,A,14,4687.5836,4693.741,False
BC,08,A,14,4693.741,4694.1865,False
#,08,A,14,4694.1865,4699.2055,False
PI,08,A,14,4699.2055,4700.9026,False
#,08,A,14,4700.9026,4704.3449,False
S,08,A,14,4704.3449,4705.8195,False
#,08,A,14,4705.8195,4709.3386,False
S,08,A,14,4709.3386,4729.3394,False
#,08,A,14,4729.3394,4730.5804,False
S,08,A,14,4730.5804,4732.1587,False
#,08,A,14,4732.1587,4740.6092,False
O,08,A,14,4740.6092,4741.3596,True
#,08,A,14,4741.3596,4746.0023,False
O,08,A,14,4746.0023,4746.4877,True
#,08,A,14,4746.4877,4755.4238,False
A,08,A,14,4755.4238,4755.7324,False
#,08,A,14,4755.7324,4758.4183,False
BC,08,A,14,4758.4183,4758.9373,False
#,08,A,14,4758.9373,4761.8547,False
S,08,A,14,4761.8547,4778.9954,False
#,08,A,14,4778.9954,4779.1217,False
X3,08,A,14,4779.1217,4779.9354,False
#,08,A,14,4779.9354,4783.594,False
O,08,A,14,4783.594,4786.9604,True
#,08,A,14,4786.9604,4787.6771,False
O,08,A,14,4787.6771,4792.2585,True
#,08,A,14,4792.2585,4795.7303,False
S,08,A,14,4795.7303,4796.2783,False
#,08,A,14,4796.2783,4797.7724,False
S,08,A,14,4797.7724,4800.6018,False
BC,08,B,1,3.9259,4.2383,False
#,08,B,1,4.2383,6.5247,False
O,08,B,1,6.5247,8.3581,True
#,08,B,1,8.3581,13.2964,False
BC,08,B,1,13.2964,13.7328,False
#,08,B,1,13.7328,17.1047,False
PI,08,B,1,17.1047,19.8313,False
#,08,B,1,19.8313,27.5461,False
BC,08,B,1,27.5461,27.9454,False
#,08,B,1,27.9454,32.5991,False
BC,08,B,1,32.5991,32.9323,False
#,08,B,1,32.9323,35.6058,False
O,08,B,1,35.6058,35.9528,True
#,08,B,1,35.9528,46.5883,False
O,08,B,1,46.5883,46.9807,True
#,08,B,1,46.9807,52.57,False
BC,08,B,1,52.57,52.9146,False
#,08,B,1,52.9146,62.412,False
S,08,B,1,62.412,62.7497,False
#,08,B,1,62.7497,64.3943,False
BI,08,B,1,64.3943,64.5358,True
#,08,B,1,64.5358,64.6316,False
BI,08,B,1,64.6316,64.9009,True
#,08,B,1,64.9009,65.064,False
A,08,B,1,65.064,65.3481,False
#,08,B,1,65.3481,65.7395,False
A,08,B,1,65.7395,68.9209,False
#,08,B,1,68.9209,71.4462,False
O,08,B,1,71.4462,71.8661,True
#,08,B,1,71.8661,77.7406,False
BC_O,08,B,1,77.7406,77.9323,False
#,08,B,1,77.9323,78.3978,False
A,08,B,1,78.3978,78.6967,False
#,08,B,1,78.6967,80.6995,False
PI,08,B,1,80.6995,81.3042,False
#,08,B,1,81.3042,95.5147,False
S,08,B,1,95.5147,95.9779,False
#,08,B,1,95.9779,99.744,False
S,08,B,1,99.744,102.1148,False
#,08,B,1,102.1148,113.7155,False
BC,08,B,1,113.7155,114.0327,False
#,08,B,1,114.0327,120.0003,False
O,08,B,1,120.0003,123.5256,True
#,08,B,1,123.5256,123.6762,False
S,08,B,1,123.6762,124.392,False
#,08,B,1,124.392,124.764,False
S,08,B,1,124.764,125.5809,False
#,08,B,1,125.5809,148.9816,False
S,08,B,1,148.9816,149.5033,False
#,08,B,1,149.5033,151.0178,False
O,08,B,1,151.0178,154.1074,True
#,08,B,1,154.1074,157.8861,False
S,08,B,1,157.8861,158.3527,False
#,08,B,1,158.3527,158.4394,False
O,08,B,1,158.4394,162.699,True
#,08,B,1,162.699,163.8233,False
O,08,B,1,163.8233,164.2226,True
#,08,B,1,164.2226,170.3481,False
A,08,B,1,170.3481,172.43,False
#,08,B,1,172.43,174.6895,False
S,08,B,1,174.6895,175.568,False
#,08,B,1,175.568,175.9248,False
X3,08,B,1,175.9248,176.5649,False
#,08,B,1,176.5649,178.0501,False
BI,08,B,1,178.0501,178.7058,True
#,08,B,1,178.7058,179.5078,False
O,08,B,1,179.5078,180.5412,True
#,08,B,1,180.5412,183.4454,False
S,08,B,1,183.4454,183.9713,False
#,08,B,1,183.9713,186.5138,False
S,08,B,1,186.5138,186.8356,False
X1,08,B,2,196.8142,198.8493,False
#,08,B,2,198.8493,201.4203,False
O,08,B,2,201.4203,209.0868,True
#,08,B,2,209.0868,210.0852,False
O,08,B,2,210.0852,210.9087,True
#,08,B,2,210.9087,213.6966,False
S,08,B,2,213.6966,214.4166,False
#,08,B,2,214.4166,214.7066,False
S,08,B,2,214.7066,215.9437,False
#,08,B,2,215.9437,217.0421,False
O,08,B,2,217.0421,217.8301,True
#,08,B,2,217.8301,218.9666,False
S,08,B,2,218.9666,224.7691,False
#,08,B,2,224.7691,228.702,False
PI,08,B,2,228.702,229.5806,False
#,08,B,2,229.5806,232.276,False
O,08,B,2,232.276,235.0044,True
#,08,B,2,235.0044,237.2434,False
X2,08,B,2,237.2434,240.0247,False
#,08,B,2,240.0247,246.189,False
A,08,B,2,246.189,250.6601,False
#,08,B,2,250.6601,255.5679,False
S,08,B,2,255.5679,268.268,False
#,08,B,2,268.268,269.9844,False
BI,08,B,2,269.9844,270.7728,True
#,08,B,2,270.7728,272.1199,False
S,08,B,2,272.1199,275.0617,False
#,08,B,2,275.0617,278.1313,False
O,08,B,2,278.1313,280.098,True
#,08,B,2,280.098,280.9015,False
X2_O,08,B,2,280.9015,282.5418,False
#,08,B,2,282.5418,284.2315,False
A,08,B,2,284.2315,285.3774,False
#,08,B,2,285.3774,287.1814,False
S,08,B,2,287.1814,287.7456,False
#,08,B,2,287.7456,289.6991,False
S,08,B,2,289.6991,299.4694,False
#,08,B,2,299.4694,311.5686,False
I,08,B,2,311.5686,325.6067,True
#,08,B,2,325.6067,326.9685,False
O,08,B,2,326.9685,328.1477,True
#,08,B,2,328.1477,330.9834,False
S,08,B,2,330.9834,332.8268,False
#,08,B,2,332.8268,335.6409,False
O,08,B,2,335.6409,337.6307,True
#,08,B,2,337.6307,338.952,False
S,08,B,2,338.952,343.4506,False
#,08,B,2,343.4506,345.0242,False
X2,08,B,2,345.0242,349.627,False
#,08,B,2,349.627,350.7057,False
X2,08,B,2,350.7057,352.7568,False
#,08,B,2,352.7568,354.9636,False
X2,08,B,2,354.9636,359.9952,False
#,08,B,2,359.9952,368.6996,False
S,08,B,2,368.6996,369.3864,False
#,08,B,2,369.3864,371.2459,False
I,08,B,2,371.2459,373.9016,True
#,08,B,2,373.9016,375.4546,False
O,08,B,2,375.4546,376.3616,True
#,08,B,2,376.3616,380.5065,False
A,08,B,2,380.5065,381.4024,False
#,08,B,2,381.4024,387.9689,False
S,08,B,2,387.9689,388.5104,False
#,08,B,2,388.5104,390.0085,False
S,08,B,2,390.0085,394.2904,False
#,08,B,2,394.2904,394.5935,False
X3,08,B,2,394.5935,395.0265,False
#,08,B,2,395.0265,395.4315,False
X3,08,B,2,395.4315,399.1639,False
#,08,B,2,399.1639,400.0345,False
O,08,B,2,400.0345,400.8077,True
#,08,B,2,400.8077,401.6906,False
A,08,B,2,401.6906,404.2704,False
#,08,B,2,404.2704,405.9204,False
X2,08,B,2,405.9204,409.8071,False
#,08,B,2,409.8071,414.8452,False
X2,08,B,2,414.8452,415.9625,False
#,08,B,2,415.9625,421.6344,False
S,08,B,2,421.6344,422.8244,False
#,08,B,2,422.8244,424.219,False
O,08,B,2,424.219,428.8764,True
#,08,B,2,428.8764,429.5356,False
O,08,B,2,429.5356,430.2318,True
#,08,B,2,430.2318,461.4412,False
O,08,B,2,461.4412,466.0459,True
#,08,B,2,466.0459,466.38,False
X3,08,B,2,466.38,471.0506,False
#,08,B,2,471.0506,473.0803,False
S,08,B,2,473.0803,474.006,False
#,08,B,2,474.006,477.2375,False
O,08,B,2,477.2375,484.2086,True
#,08,B,2,484.2086,488.5331,False
BI,08,B,2,488.5331,488.8329,True
#,08,B,2,488.8329,489.1562,False
O,08,B,2,489.1562,489.57,True
#,08,B,2,489.57,490.0217,False
S,08,B,2,490.0217,491.9867,False
#,08,B,2,491.9867,493.1278,False
S,08,B,2,493.1278,495.2919,False
#,08,B,2,495.2919,497.9047,False
X3,08,B,2,497.9047,498.3379,False
#,08,B,2,498.3379,500.3733,False
PI,08,B,2,500.3733,500.873,False
#,08,B,2,500.873,503.7834,False
S,08,B,2,503.7834,504.9423,False
BC,08,B,3,519.508,519.9077,False
#,08,B,3,519.9077,522.9781,False
BC_O,08,B,3,522.9781,523.3498,False
#,08,B,3,523.3498,537.3563,False
PI,08,B,3,537.3563,537.9439,False
#,08,B,3,537.9439,538.0246,False
I,08,B,3,538.0246,538.4725,True
#,08,B,3,538.4725,540.5052,False
BC,08,B,3,540.5052,540.7507,False
#,08,B,3,540.7507,550.2151,False
BC,08,B,3,550.2151,550.5201,False
#,08,B,3,550.5201,552.1662,False
BC,08,B,3,552.1662,552.4677,False
#,08,B,3,552.4677,562.0754,False
BC,08,B,3,562.0754,562.3471,False
#,08,B,3,562.3471,564.065,False
BC,08,B,3,564.065,564.3455,False
#,08,B,3,564.3455,572.9033,False
S,08,B,3,572.9033,573.2854,False
#,08,B,3,573.2854,581.7364,False
S,08,B,3,581.7364,582.2841,False
#,08,B,3,582.2841,582.7084,False
O,08,B,3,582.7084,584.0598,True
#,08,B,3,584.0598,608.4243,False
S,08,B,3,608.4243,609.2255,False
#,08,B,3,609.2255,615.4139,False
S,08,B,3,615.4139,617.1105,False
#,08,B,3,617.1105,621.6173,False
S,08,B,3,621.6173,621.9171,False
#,08,B,3,621.9171,627.5787,False
BC,08,B,3,627.5787,627.8768,False
#,08,B,3,627.8768,639.7557,False
BC,08,B,3,639.7557,640.0555,False
#,08,B,3,640.0555,645.8846,False
S,08,B,3,645.8846,646.6146,False
#,08,B,3,646.6146,651.9967,False
BC,08,B,3,651.9967,652.2965,False
#,08,B,3,652.2965,666.0298,False
S,08,B,3,666.0298,669.6286,False
#,08,B,3,669.6286,672.4441,False
S,08,B,3,672.4441,675.5367,False
#,08,B,3,675.5367,676.4741,False
O,08,B,3,676.4741,676.6914,True
#,08,B,3,676.6914,682.5382,False
S,08,B,3,682.5382,702.7586,False
#,08,B,3,702.7586,704.6429,False
X2,08,B,3,704.6429,711.9629,False
#,08,B,3,711.9629,723.5019,False
S,08,B,3,723.5019,724.6419,False
#,08,B,3,724.6419,726.9805,False
S,08,B,3,726.9805,728.4844,False
#,08,B,3,728.4844,730.1665,False
S,08,B,3,730.1665,730.4505,False
#,08,B,3,730.4505,732.6835,False
S,08,B,3,732.6835,743.8821,False
#,08,B,3,743.8821,744.8094,False
O,08,B,3,744.8094,745.6959,True
#,08,B,3,745.6959,748.2231,False
S,08,B,3,748.2231,751.4133,False
#,08,B,3,751.4133,753.0621,False
O,08,B,3,753.0621,754.6821,True
#,08,B,3,754.6821,755.1226,False
O,08,B,3,755.1226,757.9848,True
#,08,B,3,757.9848,765.5978,False
S,08,B,3,765.5978,775.6421,False
#,08,B,3,775.6421,775.9486,False
X3,08,B,3,775.9486,776.3133,False
#,08,B,3,776.3133,776.6064,False
O,08,B,3,776.6064,777.0777,True
#,08,B,3,777.0777,777.4593,False
S,08,B,3,777.4593,778.0133,False
#,08,B,3,778.0133,783.1579,False
S,08,B,3,783.1579,784.5105,False
#,08,B,3,784.5105,788.0318,False
A,08,B,3,788.0318,788.272,False
#,08,B,3,788.272,788.6262,False
BI,08,B,3,788.6262,789.5513,True
#,08,B,3,789.5513,790.3981,False
O,08,B,3,790.3981,797.0362,True
#,08,B,3,797.0362,808.6654,False
BC_O,08,B,3,808.6654,809.0125,False
#,08,B,3,809.0125,819.4779,False
S,08,B,3,819.4779,820.8462,False
#,08,B,3,820.8462,826.6532,False
S,08,B,3,826.6532,829.9932,False
#,08,B,3,829.9932,832.6614,False
S,08,B,3,832.6614,833.6435,False
#,08,B,3,833.6435,834.7491,False
S,08,B,3,834.7491,838.798,False
#,08,B,3,838.798,840.2848,False
S,08,B,3,840.2848,842.7648,False
#,08,B,3,842.7648,843.2692,False
O,08,B,3,843.2692,854.5047,True
#,08,B,3,854.5047,857.1429,False
S,08,B,3,857.1429,857.7817,False
#,08,B,3,857.7817,859.9569,False
O,08,B,3,859.9569,860.4169,True
X1,08,B,4,870.2233,874.6738,False
#,08,B,4,874.6738,878.0838,False
O,08,B,4,878.0838,882.8731,True
#,08,B,4,882.8731,884.0525,False
S,08,B,4,884.0525,884.8089,False
#,08,B,4,884.8089,885.7707,False
O,08,B,4,885.7707,892.2562,True
#,08,B,4,892.2562,892.7461,False
O,08,B,4,892.7461,894.0961,True
#,08,B,4,894.0961,896.8509,False
S,08,B,4,896.8509,897.8503,False
#,08,B,4,897.8503,899.3409,False
O,08,B,4,899.3409,906.7589,True
#,08,B,4,906.7589,911.5516,False
S,08,B,4,911.5516,916.4663,False
#,08,B,4,916.4663,918.6772,False
S,08,B,4,918.6772,925.9783,False
#,08,B,4,925.9783,927.6282,False
X3,08,B,4,927.6282,934.6382,False
#,08,B,4,934.6382,935.9783,False
X2,08,B,4,935.9783,938.3526,False
#,08,B,4,938.3526,940.772,False
X2,08,B,4,940.772,943.2632,False
#,08,B,4,943.2632,945.2226,False
X2,08,B,4,945.2226,946.5939,False
#,08,B,4,946.5939,947.8124,False
S,08,B,4,947.8124,948.8115,False
#,08,B,4,948.8115,948.9313,False
BI,08,B,4,948.9313,949.0248,True
#,08,B,4,949.0248,949.196,False
BI,08,B,4,949.196,949.4026,True
#,08,B,4,949.4026,949.5726,False
S,08,B,4,949.5726,951.7259,False
#,08,B,4,951.7259,952.4322,False
O,08,B,4,952.4322,954.4626,True
#,08,B,4,954.4626,955.5347,False
S,08,B,4,955.5347,958.5626,False
#,08,B,4,958.5626,959.9496,False
O,08,B,4,959.9496,960.8757,True
#,08,B,4,960.8757,961.3481,False
S,08,B,4,961.3481,963.708,False
#,08,B,4,963.708,966.2494,False
S,08,B,4,966.2494,966.8397,False
#,08,B,4,966.8397,967.7014,False
S,08,B,4,967.7014,972.6041,False
#,08,B,4,972.6041,974.1338,False
X2,08,B,4,974.1338,977.9359,False
#,08,B,4,977.9359,982.4758,False
I,08,B,4,982.4758,984.6338,True
#,08,B,4,984.6338,990.8286,False
O,08,B,4,990.8286,993.8757,True
#,08,B,4,993.8757,994.1061,False
O,08,B,4,994.1061,994.4986,True
#,08,B,4,994.4986,994.5786,False
O,08,B,4,994.5786,997.5918,True
#,08,B,4,997.5918,998.2798,False
O,08,B,4,998.2798,998.6518,True
#,08,B,4,998.6518,998.9549,False
X3,08,B,4,998.9549,999.8894,False
#,08,B,4,999.8894,1008.5026,False
S,08,B,4,1008.5026,1013.8547,False
#,08,B,4,1013.8547,1015.8683,False
S,08,B,4,1015.8683,1018.7183,False
#,08,B,4,1018.7183,1020.7199,False
O,08,B,4,1020.7199,1021.0462,True
#,08,B,4,1021.0462,1021.8837,False
S,08,B,4,1021.8837,1040.4811,False
#,08,B,4,1040.4811,1042.0986,False
S,08,B,4,1042.0986,1043.6922,False
#,08,B,4,1043.6922,1043.7778,False
X3,08,B,4,1043.7778,1048.3576,False
#,08,B,4,1048.3576,1052.1811,False
S,08,B,4,1052.1811,1056.8464,False
#,08,B,4,1056.8464,1057.4432,False
X3,08,B,4,1057.4432,1057.6349,False
#,08,B,4,1057.6349,1057.8642,False
X2,08,B,4,1057.8642,1061.0604,False
#,08,B,4,1061.0604,1063.9882,False
O,08,B,4,1063.9882,1064.3693,True
#,08,B,4,1064.3693,1066.3211,False
S,08,B,4,1066.3211,1066.8619,False
#,08,B,4,1066.8619,1070.5361,False
X2,08,B,4,1070.5361,1071.9551,False
#,08,B,4,1071.9551,1076.2611,False
S,08,B,4,1076.2611,1079.0855,False
#,08,B,4,1079.0855,1079.834,False
O,08,B,4,1079.834,1080.4512,True
#,08,B,4,1080.4512,1080.6289,False
O,08,B,4,1080.6289,1081.4289,True
#,08,B,4,1081.4289,1087.0258,False
S,08,B,4,1087.0258,1090.4058,False
#,08,B,4,1090.4058,1092.0553,False
X2,08,B,4,1092.0553,1092.9771,False
#,08,B,4,1092.9771,1093.6679,False
X2_O,08,B,4,1093.6679,1094.6458,False
#,08,B,4,1094.6458,1097.5448,False
S,08,B,4,1097.5448,1100.1363,False
#,08,B,4,1100.1363,1104.6772,False
S,08,B,4,1104.6772,1110.761,False
#,08,B,4,1110.761,1112.8107,False
S,08,B,4,1112.8107,1113.7505,False
#,08,B,4,1113.7505,1114.6674,False
X3,08,B,4,1114.6674,1114.9716,False
#,08,B,4,1114.9716,1115.9133,False
O,08,B,4,1115.9133,1117.0375,True
#,08,B,4,1117.0375,1121.832,False
S,08,B,4,1121.832,1129.0662,False
#,08,B,4,1129.0662,1131.3711,False
O,08,B,4,1131.3711,1133.7812,True
#,08,B,4,1133.7812,1148.2605,False
S,08,B,4,1148.2605,1148.946,False
O,08,B,5,1162.1216,1163.9555,True
#,08,B,5,1163.9555,1164.52,False
O,08,B,5,1164.52,1165.5003,True
#,08,B,5,1165.5003,1166.2752,False
O,08,B,5,1166.2752,1167.0817,True
#,08,B,5,1167.0817,1169.5777,False
S,08,B,5,1169.5777,1170.9226,False
#,08,B,5,1170.9226,1176.934,False
BC,08,B,5,1176.934,1177.2815,False
#,08,B,5,1177.2815,1178.6763,False
S,08,B,5,1178.6763,1179.6378,False
#,08,B,5,1179.6378,1179.7678,False
O,08,B,5,1179.7678,1181.0149,True
#,08,B,5,1181.0149,1184.5143,False
O,08,B,5,1184.5143,1186.0092,True
#,08,B,5,1186.0092,1188.0159,False
S,08,B,5,1188.0159,1189.2557,False
#,08,B,5,1189.2557,1189.7615,False
I,08,B,5,1189.7615,1190.5663,True
#,08,B,5,1190.5663,1196.8553,False
O,08,B,5,1196.8553,1197.1051,True
#,08,B,5,1197.1051,1205.2628,False
O,08,B,5,1205.2628,1207.3131,True
#,08,B,5,1207.3131,1220.6707,False
S,08,B,5,1220.6707,1222.1625,False
#,08,B,5,1222.1625,1229.0375,False
O,08,B,5,1229.0375,1230.9079,True
#,08,B,5,1230.9079,1247.7391,False
S,08,B,5,1247.7391,1249.2892,False
#,08,B,5,1249.2892,1253.1805,False
S,08,B,5,1253.1805,1253.5873,False
#,08,B,5,1253.5873,1258.0879,False
O,08,B,5,1258.0879,1258.4402,True
#,08,B,5,1258.4402,1269.2879,False
O,08,B,5,1269.2879,1270.4179,True
#,08,B,5,1270.4179,1271.5803,False
S,08,B,5,1271.5803,1273.0307,False
#,08,B,5,1273.0307,1288.789,False
S,08,B,5,1288.789,1320.2977,False
#,08,B,5,1320.2977,1321.9168,False
O,08,B,5,1321.9168,1322.9056,True
#,08,B,5,1322.9056,1324.0522,False
BI,08,B,5,1324.0522,1324.8026,True
#,08,B,5,1324.8026,1325.1392,False
O,08,B,5,1325.1392,1330.6028,True
O,08,B,6,1350.6319,1354.1446,True
#,08,B,6,1354.1446,1356.3474,False
S,08,B,6,1356.3474,1361.1547,False
#,08,B,6,1361.1547,1362.0626,False
O,08,B,6,1362.0626,1364.6447,True
#,08,B,6,1364.6447,1367.1264,False
I,08,B,6,1367.1264,1373.0484,True
#,08,B,6,1373.0484,1382.9497,False
S,08,B,6,1382.9497,1383.2697,False
#,08,B,6,1383.2697,1385.28,False
S,08,B,6,1385.28,1385.7726,False
#,08,B,6,1385.7726,1386.3772,False
X3,08,B,6,1386.3772,1386.7981,False
#,08,B,6,1386.7981,1387.7139,False
O,08,B,6,1387.7139,1390.9372,True
#,08,B,6,1390.9372,1392.0093,False
S,08,B,6,1392.0093,1402.8479,False
#,08,B,6,1402.8479,1403.181,False
I,08,B,6,1403.181,1405.4479,True
#,08,B,6,1405.4479,1406.2491,False
S,08,B,6,1406.2491,1409.9084,False
#,08,B,6,1409.9084,1411.3084,False
X3,08,B,6,1411.3084,1412.4878,False
#,08,B,6,1412.4878,1413.0085,False
X2,08,B,6,1413.0085,1416.1101,False
#,08,B,6,1416.1101,1419.5713,False
S,08,B,6,1419.5713,1422.2068,False
#,08,B,6,1422.2068,1422.9262,False
A,08,B,6,1422.9262,1427.987,False
#,08,B,6,1427.987,1428.5979,False
X2,08,B,6,1428.5979,1430.021,False
#,08,B,6,1430.021,1435.2166,False
S,08,B,6,1435.2166,1438.2978,False
#,08,B,6,1438.2978,1438.7817,False
X3,08,B,6,1438.7817,1439.2095,False
#,08,B,6,1439.2095,1439.462,False
S,08,B,6,1439.462,1441.2356,False
#,08,B,6,1441.2356,1442.1605,False
X2,08,B,6,1442.1605,1444.7715,False
#,08,B,6,1444.7715,1445.1266,False
X3,08,B,6,1445.1266,1445.5843,False
#,08,B,6,1445.5843,1445.8946,False
X2,08,B,6,1445.8946,1450.0465,False
#,08,B,6,1450.0465,1450.4631,False
S,08,B,6,1450.4631,1450.8278,False
#,08,B,6,1450.8278,1451.8517,False
S,08,B,6,1451.8517,1453.9697,False
#,08,B,6,1453.9697,1455.0664,False
BI,08,B,6,1455.0664,1455.3732,True
#,08,B,6,1455.3732,1455.4538,False
O,08,B,6,1455.4538,1480.7145,True
#,08,B,6,1480.7145,1482.9816,False
I,08,B,6,1482.9816,1483.5287,True
#,08,B,6,1483.5287,1485.9094,False
S,08,B,6,1485.9094,1486.8921,False
#,08,B,6,1486.8921,1487.1358,False
O,08,B,6,1487.1358,1492.3197,True
#,08,B,6,1492.3197,1496.0317,False
S,08,B,6,1496.0317,1496.6471,False
#,08,B,6,1496.6471,1501.2093,False
S,08,B,6,1501.2093,1503.4693,False
#,08,B,6,1503.4693,1503.7733,False
S,08,B,6,1503.7733,1519.0289,False
#,08,B,6,1519.0289,1521.0899,False
A,08,B,6,1521.0899,1521.5002,False
#,08,B,6,1521.5002,1521.6755,False
BI,08,B,6,1521.6755,1521.8245,True
#,08,B,6,1521.8245,1522.2208,False
O,08,B,6,1522.2208,1523.3736,True
#,08,B,6,1523.3736,1526.166,False
S,08,B,6,1526.166,1526.4593,False
#,08,B,6,1526.4593,1529.3216,False
S,08,B,6,1529.3216,1537.1919,False
#,08,B,6,1537.1919,1537.3818,False
X3,08,B,6,1537.3818,1538.1982,False
#,08,B,6,1538.1982,1542.1342,False
X2,08,B,6,1542.1342,1548.4508,False
#,08,B,6,1548.4508,1549.4506,False
S,08,B,6,1549.4506,1550.0146,False
#,08,B,6,1550.0146,1550.8522,False
S,08,B,6,1550.8522,1555.2158,False
#,08,B,6,1555.2158,1556.2091,False
X2,08,B,6,1556.2091,1561.0098,False
#,08,B,6,1561.0098,1565.2594,False
S,08,B,6,1565.2594,1565.61,False
#,08,B,6,1565.61,1568.5963,False
X2,08,B,6,1568.5963,1576.5216,False
#,08,B,6,1576.5216,1582.2015,False
S,08,B,6,1582.2015,1582.5662,False
#,08,B,6,1582.5662,1583.2403,False
X3,08,B,6,1583.2403,1583.3227,False
#,08,B,6,1583.3227,1585.0454,False
S,08,B,6,1585.0454,1591.8974,False
#,08,B,6,1591.8974,1593.8072,False
S,08,B,6,1593.8072,1596.0049,False
#,08,B,6,1596.0049,1600.8255,False
O,08,B,6,1600.8255,1605.6166,True
#,08,B,6,1605.6166,1610.051,False
X2,08,B,6,1610.051,1613.07,False
#,08,B,6,1613.07,1613.3909,False
X3,08,B,6,1613.3909,1613.5984,False
#,08,B,6,1613.5984,1613.811,False
X2,08,B,6,1613.811,1617.1451,False
#,08,B,6,1617.1451,1617.231,False
X3,08,B,6,1617.231,1618.1784,False
#,08,B,6,1618.1784,1619.8928,False
S,08,B,6,1619.8928,1621.1366,False
#,08,B,6,1621.1366,1623.4863,False
S,08,B,6,1623.4863,1623.9045,False
#,08,B,6,1623.9045,1623.9457,False
PI,08,B,6,1623.9457,1631.1116,False
O,08,B,7,1662.6098,1662.9398,True
#,08,B,7,1662.9398,1666.7323,False
S,08,B,7,1666.7323,1667.5383,False
#,08,B,7,1667.5383,1682.6754,False
BC,08,B,7,1682.6754,1683.285,False
#,08,B,7,1683.285,1685.0661,False
BC_O,08,B,7,1685.0661,1685.4765,False
#,08,B,7,1685.4765,1689.6301,False
BC,08,B,7,1689.6301,1689.9878,False
#,08,B,7,1689.9878,1692.4269,False
BC,08,B,7,1692.4269,1692.7885,False
#,08,B,7,1692.7885,1701.3419,False
O,08,B,7,1701.3419,1702.9621,True
#,08,B,7,1702.9621,1704.8338,False
O,08,B,7,1704.8338,1705.9124,True
#,08,B,7,1705.9124,1710.3564,False
O,08,B,7,1710.3564,1713.0976,True
#,08,B,7,1713.0976,1719.7524,False
S,08,B,7,1719.7524,1721.1101,False
#,08,B,7,1721.1101,1726.2858,False
BC,08,B,7,1726.2858,1726.5707,False
#,08,B,7,1726.5707,1733.2575,False
A,08,B,7,1733.2575,1733.5556,False
#,08,B,7,1733.5556,1742.0997,False
BC,08,B,7,1742.0997,1742.4714,False
#,08,B,7,1742.4714,1748.2694,False
BC,08,B,7,1748.2694,1748.5216,False
#,08,B,7,1748.5216,1749.0082,False
BC_O,08,B,7,1749.0082,1749.3142,False
#,08,B,7,1749.3142,1752.4432,False
BC,08,B,7,1752.4432,1752.7833,False
#,08,B,7,1752.7833,1793.0737,False
A,08,B,7,1793.0737,1793.6347,False
#,08,B,7,1793.6347,1800.366,False
BC,08,B,7,1800.366,1800.6886,False
#,08,B,7,1800.6886,1806.2644,False
BC,08,B,7,1806.2644,1806.8254,False
#,08,B,7,1806.8254,1807.0498,False
BC,08,B,7,1807.0498,1807.3759,False
#,08,B,7,1807.3759,1809.3809,False
BC_O,08,B,7,1809.3809,1809.7351,False
#,08,B,7,1809.7351,1812.5339,False
O,08,B,7,1812.5339,1812.8215,True
#,08,B,7,1812.8215,1821.5896,False
BC,08,B,7,1821.5896,1821.9029,False
#,08,B,7,1821.9029,1831.29,False
BC_O,08,B,7,1831.29,1831.7124,False
#,08,B,7,1831.7124,1838.8174,False
S,08,B,7,1838.8174,1839.3925,False
#,08,B,7,1839.3925,1848.1369,False
O,08,B,7,1848.1369,1848.9925,True
#,08,B,7,1848.9925,1858.4421,False
S,08,B,7,1858.4421,1858.7626,False
#,08,B,7,1858.7626,1860.16,False
S,08,B,7,1860.16,1861.6465,False
#,08,B,7,1861.6465,1865.8046,False
PI,08,B,7,1865.8046,1867.2088,False
